007: Quantum of Solace,PS3,2008.0,Action,Activision,Treyarch,T
Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,E10+
The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,EA Games,T
Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,Clap Hanz,E
Sunset Overdrive,XOne,2014.0,Shooter,Microsoft Game Studios,Insomniac Games,M
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001.0,Simulation,Atari,Capcom,T
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Namco Bandai Games,CyberConnect2,T
MechAssault,XB,2002.0,Simulation,Microsoft Game Studios,Day 1 Studios,T
Cars,GBA,2006.0,Racing,THQ,Helixe,E
Watch Dogs 2,PS4,2016.0,Action,Ubisoft,Ubisoft Montreal,M
LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,Travellers Tales,E10+
Tom Clancys Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,Ubisoft Montreal,M
Mirrors Edge,PS3,2008.0,Platform,Electronic Arts,EA DICE,T
Guitar Hero 5,X360,2009.0,Misc,Activision,Neversoft Entertainment,T
Alien: Isolation,PS4,2014.0,Shooter,Sega,Creative Assembly,M
Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,"Level 5, Brownie Brown",E10+
SingStar,PS3,2007.0,Misc,Sony Computer Entertainment,SCEE London Studio,T
The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,Nintendo,Nintendo,E
Supercar Street Challenge,PS2,2001.0,Racing,Activision,Exakt,E
Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,Ubisoft Montpellier,E10+
ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment,United Front Games,E
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment,Zipper Interactive,M
Rocksmith,PS3,2011.0,Misc,Ubisoft,Ubisoft,T
Call Of Duty 2: Big Red One,XB,2005.0,Shooter,Activision,Treyarch,T
Rocksmith,X360,2011.0,Misc,Ubisoft,Ubisoft,T
Guitar Hero 5,PS2,2009.0,Misc,Activision,BudCat,T
Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,Sports Interactive,E
Yakuza 3,PS3,2009.0,Action,Sega,Ryu ga Gotoku Studios,M
Persona 4: Golden,PSV,2012.0,Role-Playing,Atlus,Atlus,M
Spider-Man 2,XB,2004.0,Action,Activision,Treyarch,T
Crackdown 2,X360,2010.0,Shooter,Microsoft Game Studios,Ruffian Games,M
The Beatles: Rock Band,PS3,2009.0,Misc,MTV Games,Harmonix Music Systems,T
Dragon Age II,X360,2011.0,Action,Electronic Arts,BioWare,M
Counter-Strike,XB,2003.0,Shooter,Microsoft Game Studios,Valve Software,M
Guitar Hero Encore: Rocks The 80s,PS2,2007.0,Misc,RedOctane,Harmonix Music Systems,T
Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,EA Canada,M
Tom Clancys Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,Ubisoft Montreal,M
Pikmin 3,WiiU,2013.0,Strategy,Nintendo,Nintendo,E10+
WWE 2K14,X360,2013.0,Sports,Take-Two Interactive,Yukes,T
Dragon Ball: XenoVerse,PS4,2015.0,Fighting,Namco Bandai Games,Dimps Corporation,T
Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,Mercury Steam,M
Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,TOSE,E10+
Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,Namco,T
LEGO City Undercover,WiiU,2013.0,Platform,Nintendo,TT Games,E10+
Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,EA Games,E10+
GRID,PS3,2008.0,Racing,Codemasters,Codemasters,E
Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,Electronic Arts,T
Star Ocean: The Second Story,PS,1998.0,Role-Playing,Sony Computer Entertainment,Tri-Ace,E
NCAA Football 14,X360,2013.0,Sports,Electronic Arts,EA Tiburon,E
Yakuza 2,PS2,2006.0,Adventure,Sega,Amusement Vision,M
Guitar Hero 5,PS3,2009.0,Misc,Activision,Neversoft Entertainment,T
Dragon Ball Z: The Legacy of Goku II,GBA,2003.0,Role-Playing,Atari,Webfoot Technologies,E
NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,"EA Redwood Shores, EA Salt Lake",E10+
NFL 2K1,DC,2000.0,Sports,Sega,Visual Concepts,E
Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,Sony Online Entertainment,T
Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,Slightly Mad Studios,E
Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,EA Tiburon,E
Sonic and the Black Knight,Wii,2009.0,Platform,Sega,Sonic Team,E10+
The Godfather,PS2,2006.0,Action,Electronic Arts,Electronic Arts,M
Sonic Free Riders,X360,2010.0,Racing,Sega,Sega,E
Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,LucasArts,T
WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,THQ,Yukes,T
NCAA Football 13,X360,2012.0,Action,Electronic Arts,EA Tiburon,E
Skate 2,X360,2009.0,Sports,Electronic Arts,EA Black Box,T
NASCAR Thunder 2004,PS2,2003.0,Racing,Electronic Arts,EA Tiburon,E
Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,TOSE,E10+
Empire: Total War,PC,2009.0,Strategy,Sega,Creative Assembly,T
Virtua Fighter 5,PS3,2007.0,Fighting,Sega,Sega AM2,T
Dantes Inferno,PS3,2010.0,Action,Electronic Arts,Visceral Games,M
Tom Clancys Ghost Recon 2,PS2,2004.0,Shooter,Ubisoft,Ubisoft Shanghai/Paris,T
Forza Horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,Playground Games,E
Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,Krome Studios,T
Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,Webfoot Technologies,T
Star Fox: Assault,GC,2005.0,Shooter,Nintendo,Namco,T
Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,PopCap,E10+
The Simpsons Game,PSP,2007.0,Action,Electronic Arts,"Electronic Arts, Rebellion",T
LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,LucasArts,Amaze Entertainment,E
Call of Duty 3,PS2,2006.0,Shooter,Activision,Treyarch,T
FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,EA Sports,E
Prince of Persia,PS3,2008.0,Action,Ubisoft,Ubisoft Montreal,T
Tomb Raider: Underworld,X360,2008.0,Action,Eidos Interactive,Crystal Dynamics,T
Pro Evolution Soccer 2008,X360,2007.0,Sports,Konami Digital Entertainment,Konami,E
SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,Namco,T
Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,EA Tiburon,E
World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,SCEE,E
Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,CyberConnect2,T
Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,Square Enix,T
Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Midway Games,Midway,M
Freekstyle,PS2,2002.0,Racing,Electronic Arts,Page 44 Studios,E
Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,Rockstar Leeds,M
Spore Creatures,DS,2008.0,Simulation,Electronic Arts,Griptonite Games,E
The Orange Box,PS3,2007.0,Shooter,Electronic Arts,EA Games,M
DJ Hero,X360,2009.0,Misc,Activision,FreeStyleGames,T
Bully: Scholarship Edition,X360,2008.0,Action,Take-Two Interactive,"Mad Doc Software, Rockstar Vancouver",T
NBA Street V3,PS2,2005.0,Sports,Electronic Arts,EA Canada,E
Hulk,PS2,2003.0,Action,Universal Interactive,Radical Entertainment,T
Overwatch,XOne,2016.0,Shooter,Activision,Blizzard Entertainment,T
Aliens vs Predator,X360,2010.0,Shooter,Sega,Rebellion,M
Skylanders Giants,PS3,2012.0,Action,Activision,Toys for Bob,E10+
Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Vivendi Games,Blizzard North,M
Endless Ocean,Wii,2007.0,Adventure,Nintendo,Arika,E
Spider-Man 2,GBA,2004.0,Action,Activision,Digital Eclipse,E
Seek and Destroy,PS2,2002.0,Racing,Play It,Barnhouse Effect,T
Darksiders,X360,2010.0,Action,THQ,Vigil Games,M
Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,Pandemic Studios,T
Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,Incognito Inc.,T
DiRT 3,PS3,2011.0,Racing,Codemasters,Codemasters,T
Sega Superstars Tennis,Wii,2008.0,Sports,Sega,Sumo Digital,E10+
DiRT,PS3,2007.0,Racing,Codemasters,Codemasters,E
Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,n-Space,T
Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,Cavia Inc.,M
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,Zipper Interactive,T
NBA 2K3,PS2,2002.0,Sports,Sega,Visual Concepts,E
LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,Fox Interactive,T
Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",E
EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,EA Sports,T
Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,Microsoft Game Studios,E
Virtua Tennis 3,PS3,2007.0,Sports,Sega,Sega AM3,E
MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,EA Sports,E
WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,Yukes,T
Sleeping Dogs,PS3,2012.0,Action,Square Enix,United Front Games,M
Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,8ing/Raizing,T
Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,Konami,E10+
Aliens vs Predator,PS3,2010.0,Shooter,Sega,Rebellion,M
F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,Nd Cube,E
Sonic the Hedgehog,X360,2006.0,Platform,Sega,Sega,E10+
Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,EA Canada,T
The Simpsons Game,X360,2007.0,Action,Electronic Arts,"Electronic Arts, EA Redwood Shores",T
F1 2012,PS3,2012.0,Racing,Codemasters,Codemasters,E
Brink,X360,2011.0,Shooter,Bethesda Softworks,Splash Damage,T
MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,Rainbow Studios,E
WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,Studio Liverpool,E
UFC Undisputed 3,PS3,2012.0,Action,THQ,Yukes,T
LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,Travellers Tales,E10+
Tom Clancys Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Paris",T
Super Princess Peach,DS,2005.0,Platform,Nintendo,TOSE,E
Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,TT Fusion,E10+
NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,NuFX,E
The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,"Tantalus Interactive, Tantatus, Nintendo",T
LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Activision,Travellers Tales,E10+
Tomb Raider,PC,1996.0,Action,Eidos Interactive,"Crystal Dynamics, Nixxes Software",M
Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,Capcom,T
MySims Agents,Wii,2009.0,Adventure,Electronic Arts,Electronic Arts,E
MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,Bigbig Studios,T
FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,EA Canada,E
Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,EA Salt Lake,E
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,"Spike, Namco Bandai Games",T
Shrek 2,GC,2004.0,Platform,Activision,"Luxoflux, Inc.",E
NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,Visual Concepts,E
Tom Clancys Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Paris",T
Sonic Unleashed,PS3,2008.0,Platform,Sega,Sonic Team,E10+
Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
Dance on Broadway,Wii,2010.0,Misc,Ubisoft,Longtail Studios,E10+
LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,Travellers Tales,E10+
Bulletstorm,X360,2011.0,Shooter,Electronic Arts,"Epic Games, People Can Fly",M
Skylanders SWAP Force,PS3,2013.0,Platform,Activision,Vicarious Visions,E10+
Madden NFL 07,XB,2006.0,Sports,Electronic Arts,EA Tiburon,E
Sonic Generations,3DS,2011.0,Platform,Sega,"Sega, Dimps Corporation",E
Rock Band 2,Wii,2008.0,Misc,MTV Games,Harmonix Music Systems,T
Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,EA Games,E
Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,Koei,E
Wall-E,Wii,2008.0,Platform,THQ,Heavy Iron Studios,E
Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,8ing/Raizing,T
Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,Project Aces,T
The Simpsons Game,Wii,2007.0,Action,Electronic Arts,"Electronic Arts, Rebellion",T
Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,"Team Ninja, Tecmo",M
Assassins Creed: Rogue,X360,2014.0,Action,Ubisoft,Ubisoft,M
Rayman Legends,PS4,2014.0,Platform,Ubisoft,Ubisoft Montpellier,E10+
Prince of Persia,X360,2008.0,Action,Ubisoft,Ubisoft Montreal,T
ZombiU,WiiU,2012.0,Action,Ubisoft,Ubisoft Montpellier,M
Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,Bandai Namco Games,E10+
Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,Razorworks Studios,E
NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,EA Salt Lake,E10+
God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,Ready at Dawn,M
SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,Namco,T
Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,Omega Force,T
Rayman Origins,PS3,2011.0,Platform,Ubisoft,UBlart Montpellier,E10+
NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,Microsoft Game Studios,E
Just Dance 2014,X360,2013.0,Misc,Ubisoft,Ubisoft,E10+
NCAA Football 12,X360,2011.0,Sports,Electronic Arts,EA Sports,E
UFC Undisputed 3,X360,2012.0,Action,THQ,Yukes,T
Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,HAL Labs,E
Haze,PS3,2008.0,Shooter,Ubisoft,Free Radical Design,M
Oddworld: Abes Exoddus,PS,1998.0,Platform,GT Interactive,Oddworld Inhabitants,T
The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,DreamFactory,T
DiRT 2,PS3,2009.0,Racing,Codemasters,Codemasters,T
Guitar Hero: Aerosmith,PS3,2008.0,Misc,Activision,Neversoft Entertainment,T
Shadow The Hedgehog,GC,2005.0,Platform,Sega,Sonic Team,E10+
EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,SCEE London Studio,E
Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,Capcom,T
Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,Project Aces,T
Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,From Software,M
Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,Rockstar London,T
Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,Konami,E
FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,EA Sports,E
Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,Namco Bandai Games,T
Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
Mario Party Advance,GBA,2005.0,Misc,Nintendo,Hudson,E
Zoo Tycoon DS,DS,2005.0,Strategy,THQ,Altron,E
WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,Yukes,T
Dead Space 3,X360,2013.0,Action,Electronic Arts,Visceral Games,M
Tom Clancys Splinter Cell: Blacklist,X360,2013.0,Action,Ubisoft,Ubisoft Toronto,M
NBA 2K10,X360,2009.0,Sports,Take-Two Interactive,Visual Concepts,E
NCAA Football 06,XB,2005.0,Sports,Electronic Arts,EA Sports,E
Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,Rockstar North,M
Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,EA Tiburon,E
Fire Emblem,GBA,2003.0,Strategy,Nintendo,Intelligent Systems,E
Brutal Legend,X360,2009.0,Action,Electronic Arts,Double Fine Productions,M
Disney Infinity,PS3,2013.0,Action,Disney Interactive Studios,Avalanche Software,E10+
NHL 2004,PS2,2003.0,Sports,Electronic Arts,EA Sports,E
Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,Rockstar Leeds,M
FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,EA Canada,E
Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,BioWare,M
Cars,DS,2006.0,Racing,THQ,Helixe,E
Band Hero,Wii,2009.0,Misc,Activision,Vicarious Visions,E10+
Skylanders: Spyros Adventure,X360,2011.0,Action,Activision,Toys for Bob,E10+
LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,LucasArts,Travellers Tales,E10+
Medal of Honor: Underground,PS,2000.0,Shooter,Electronic Arts,Dreamworks Interactive,T
Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,Level 5,T
Far Cry 3,PC,2012.0,Shooter,Ubisoft,Ubisoft Montreal,M
Evolve,PS4,2015.0,Shooter,Take-Two Interactive,Turtle Rock Studios,M
Dead Space 3,PS3,2013.0,Action,Electronic Arts,Visceral Games,M
NHL 2001,PS2,2000.0,Sports,Electronic Arts,EA Sports,E
Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,Giants Software,E
Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,"Vicarious Visions, Neversoft Entertainment",T
de Blob,Wii,2008.0,Platform,THQ,Blue Tongue Entertainment,E
Shinobi,PS2,2002.0,Platform,Sony Computer Entertainment,Overworks,M
Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,Midway Games,Midway,M
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,CD Projekt Red Studio,M
Sniper Elite V2,PS3,2012.0,Shooter,505 Games,Rebellion,M
ESPN NBA 2K5,XB,2004.0,Sports,Global Star,Visual Concepts,E
Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,SCEE London Studio,M
Mario Tennis Open,3DS,2012.0,Sports,Nintendo,Camelot Software Planning,E
PilotWings Resort,3DS,2011.0,Simulation,Nintendo,Monster Games Inc.,E
World Championship Poker,PS2,2004.0,Misc,Play It,Coresoft,E
My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,Ubisoft Montreal,E
Tom Clancys Splinter Cell: Chaos Theory,PS2,2005.0,Action,Ubisoft,Ubisoft Montreal,M
Sonic Unleashed,X360,2008.0,Platform,Sega,Sonic Team,E10+
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003.0,Platform,THQ,Heavy Iron Studios,E
PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,SuperBot Entertainment,T
Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,Konami,E
Tom Clancys Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,Ubisoft Paris,M
Kessen,PS2,2000.0,Strategy,Electronic Arts,Koei,T
Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,Ubisoft Reflections,T
Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,EA Montreal,M
Lost Planet 2,PS3,2010.0,Shooter,Capcom,Capcom,T
LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,Disney Interactive Studios,Travellers Tales,E10+
Killzone,PS2,2004.0,Shooter,Sony Computer Entertainment,Guerrilla,M
The SpongeBob SquarePants Movie,GC,2004.0,Platform,THQ,Heavy Iron Studios,E
Star Fox 64 3D,3DS,2011.0,Shooter,Nintendo,Nintendo,E10+
Castlevania: Lament of Innocence,PS2,2003.0,Action,Konami Digital Entertainment,KCET,M
Tom Clancys Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,Ubisoft Toronto,M
Skylanders: Spyros Adventure,PS3,2011.0,Action,Activision,Toys for Bob,E10+
Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,Alfa System,T
WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,THQ,Yukes,T
NCAA Football 10,X360,2009.0,Sports,Electronic Arts,EA Tiburon,E
Brutal Legend,PS3,2009.0,Action,Electronic Arts,Double Fine Productions,M
Tony Hawk: RIDE,Wii,2009.0,Sports,Activision,Buzz Monkey,E10+
Bully,PS2,2006.0,Action,Take-Two Interactive,Rockstar Vancouver,T
Prince of Persia: The Sands of Time,XB,2003.0,Action,Ubisoft,Ubisoft,T
MLB 06: The Show,PS2,2006.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
NHL 2003,PS2,2002.0,Sports,Electronic Arts,EA Sports,E
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games,CyberConnect2,T
EA Sports UFC 2,PS4,2016.0,Sports,Electronic Arts,EA Sports,T
The Sims 2,DS,2005.0,Simulation,Electronic Arts,Griptonite Games,E10+
Tony Hawks Pro Skater 4,XB,2002.0,Sports,Activision,Neversoft Entertainment,T
Dragon Age: Inquisition,XOne,2014.0,Role-Playing,Electronic Arts,BioWare,M
White Knight Chronicles: International Edition,PS3,2008.0,Role-Playing,Sony Computer Entertainment,Level 5,T
SingStar Abba,PS3,2008.0,Misc,Sony Computer Entertainment,SCEE London Studio,T
Kirby: Planet Robobot,3DS,2016.0,Action,Nintendo,HAL Labs,E
Guitar Hero: Metallica,Wii,2009.0,Misc,Activision,Neversoft Entertainment,T
Teenage Mutant Ninja Turtles,GBA,2003.0,Action,Unknown,Konami,E
Bayonetta,X360,2009.0,Action,Sega,PlatinumGames,M
MLB 07: The Show,PS2,2007.0,Sports,Sony Computer Entertainment,SCEA,E
Cars,GC,2006.0,Racing,THQ,Rainbow Studios,E
Build-A-Bear Workshop,DS,2007.0,Simulation,Game Factory,Neko Entertainment,E
Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,"Square Enix, h.a.n.d. Inc.",E10+
Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,Codemasters,Codemasters,M
Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
Wipeout: In The Zone,X360,2011.0,Misc,Activision,Activision,E10+
Brothers in Arms: Hells Highway,PS3,2008.0,Shooter,Ubisoft,Gearbox Software,M
The LEGO Movie Videogame,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
Assassins Creed III,PC,2012.0,Action,Ubisoft,Ubisoft,M
Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,Gearbox Software,M
Teenage Mutant Ninja Turtles,PS2,2003.0,Action,Konami Digital Entertainment,KCE Studios,E
Disney Magical World,3DS,2013.0,Adventure,Nintendo,h.a.n.d. Inc.,E
Top Gun: Combat Zones,PS2,2001.0,Simulation,Titus,Titus Software,E
NCAA Football 11,X360,2010.0,Sports,Electronic Arts,EA Tiburon,E
007: The World is not Enough,PS,2000.0,Action,Electronic Arts,Black Ops Entertainment,T
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,Capcom,T
MLB 15: The Show,PS4,2015.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
South Park: The Stick of Truth,PS3,2014.0,Role-Playing,Ubisoft,Obsidian Entertainment,M
South Park: The Stick of Truth,X360,2014.0,Role-Playing,Ubisoft,Obsidian Entertainment,M
MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
SpongeBob SquarePants: The Yellow Avenger,PSP,2006.0,Action,THQ,Tantalus Interactive,E
Dantes Inferno,X360,2010.0,Action,Electronic Arts,Visceral Games,M
Wii Play: Motion,Wii,2011.0,Misc,Nintendo,Nintendo,E10+
WWE SmackDown vs. Raw 2009,X360,2008.0,Fighting,THQ,Yukes,T
Sonic Riders,GC,2006.0,Racing,Sega,Sonic Team,E
Blue Dragon,X360,2006.0,Role-Playing,Microsoft Game Studios,"Mistwalker, Artoon",T
Harvest Moon 3D: A New Beginning,3DS,2012.0,Action,Marvelous Entertainment,Marvelous AQL,E
Kung Fu Panda,Wii,2008.0,Action,Activision,Xpec,E10+
EA Sports Active 2,PS3,2010.0,Sports,Electronic Arts,EA Canada,E
Knockout Kings 2002,PS2,2002.0,Sports,Electronic Arts,Electronic Arts,T
Tom Clancys EndWar,X360,2008.0,Strategy,Ubisoft,Ubisoft Shanghai,T
Tokyo Xtreme Racer 3,PS2,2003.0,Racing,Genki,Genki,E
Xenoblade Chronicles,Wii,2010.0,Role-Playing,Nintendo,Monolith Soft,T
Colin McRae Rally 2.0,PS,2000.0,Racing,Codemasters,Codemasters,E
Dynasty Warriors 7,PS3,2011.0,Action,Tecmo Koei,Omega Force,T
NBA 2K14,XOne,2013.0,Sports,Take-Two Interactive,Visual Concepts,E
SSX,PS3,2012.0,Sports,Electronic Arts,EA Canada,E
Sonic Riders: Zero Gravity,Wii,2008.0,Racing,Sega,Sonic Team,E
Sonic Mega Collection Plus,XB,2004.0,Misc,Sega,Sonic Team,E
Operation Flashpoint: Dragon Rising,PS3,2009.0,Shooter,Codemasters,Codemasters,M
Tiger Woods PGA Tour 2002,PS2,2002.0,Sports,Electronic Arts,EA Sports,E
Lost Odyssey,X360,2007.0,Role-Playing,Microsoft Game Studios,Mistwalker,T
Street Fighter V,PS4,2016.0,Fighting,Capcom,Capcom,T
Just Cause 3,XOne,2015.0,Action,Square Enix,Avalanche Studios,M
MLB 2005,PS2,2004.0,Sports,Sony Computer Entertainment,989 Sports,E
Marvel: Ultimate Alliance 2,X360,2009.0,Role-Playing,Activision,Vicarious Visions,T
Burnout Revenge,PS2,2005.0,Racing,Electronic Arts,Criterion Games,E10+
Crysis 3,X360,2013.0,Shooter,Electronic Arts,Crytek,M
The Witcher 2: Assassins of Kings,X360,2012.0,Action,Namco Bandai Games,CD Projekt Red Studio,M
Homefront,PS3,2011.0,Shooter,THQ,Kaos Studios,M
LEGO Jurassic World,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
The Elder Scrolls Online,PC,2014.0,Role-Playing,Bethesda Softworks,ZeniMax Media,M
